work_id,work_title,work_display_name,work_publication_year,work_publication_date,author_id,author_name,author_position,institution_id,institution_name,institution_country_code
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5051148239,Hans-Gerd Happel,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5094411361,Julia Hiller Von Gaertingen,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5094501407,Susanne Metz,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5094626838,Leipziger Städtische,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5094501409,Redaktionelle Betreuung,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5001759397,Markus Kirschbaum,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4226456473,Frontmatter,Frontmatter,2022,2022-03-01,https://openalex.org/A5094454501,Markus Anzeigenverantwortlicher,last,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094524703,Hagen Bibliotheks,first,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094501412,Eric Chefredaktion,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094563765,Hartmuth Steinhauer,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094501414,Fernuniversität Ihrig,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094563767,Hagen In,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
https://openalex.org/W4229364539,Frontmatter,Frontmatter,2022,2022-04-30,https://openalex.org/A5094501416,Michael Beirat,middle,https://openalex.org/I4210125361,De Gruyter Brill (Germany),DE
